MM/DD/YYYY,ID,YEAR,MONTH,DAY,PRCP,SNOW
1909-09-22,CA003020702,1909,09,22,0.0,0.0
1909-09-23,CA003020702,1909,09,23,0.0,0.0
1909-09-24,CA003020702,1909,09,24,0.0,0.0
1909-09-25,CA003020702,1909,09,25,0.0,0.0
1909-09-26,CA003020702,1909,09,26,0.0,0.0
1909-09-27,CA003020702,1909,09,27,0.0,0.0
1909-09-28,CA003020702,1909,09,28,0.0,0.0
1909-09-29,CA003020702,1909,09,29,86.0,0.0
1909-09-30,CA003020702,1909,09,30,0.0,0.0
1909-10-01,CA003020702,1909,10,1,0.0,0.0
1909-10-02,CA003020702,1909,10,2,0.0,0.0
1909-10-03,CA003020702,1909,10,3,0.0,0.0
1909-10-04,CA003020702,1909,10,4,0.0,0.0
1909-10-05,CA003020702,1909,10,5,0.0,0.0
1909-10-06,CA003020702,1909,10,6,0.0,0.0
1909-10-07,CA003020702,1909,10,7,0.0,0.0
1909-10-08,CA003020702,1909,10,8,0.0,0.0
1909-10-09,CA003020702,1909,10,9,0.0,0.0
1909-10-10,CA003020702,1909,10,10,0.0,0.0
1909-10-11,CA003020702,1909,10,11,0.0,0.0
1909-10-12,CA003020702,1909,10,12,0.0,0.0
1909-10-13,CA003020702,1909,10,13,0.0,0.0
1909-10-14,CA003020702,1909,10,14,0.0,0.0
1909-10-15,CA003020702,1909,10,15,0.0,0.0
1909-10-16,CA003020702,1909,10,16,0.0,0.0
1909-10-17,CA003020702,1909,10,17,0.0,0.0
1909-10-18,CA003020702,1909,10,18,0.0,0.0
1909-10-19,CA003020702,1909,10,19,0.0,0.0
1909-10-20,CA003020702,1909,10,20,0.0,0.0
1909-10-21,CA003020702,1909,10,21,104.0,104.0
1909-10-22,CA003020702,1909,10,22,0.0,0.0
1909-10-23,CA003020702,1909,10,23,0.0,0.0
1909-10-24,CA003020702,1909,10,24,0.0,0.0
1909-10-25,CA003020702,1909,10,25,0.0,0.0
1909-10-26,CA003020702,1909,10,26,0.0,0.0
1909-10-27,CA003020702,1909,10,27,0.0,0.0
1909-10-28,CA003020702,1909,10,28,0.0,0.0
1909-10-29,CA003020702,1909,10,29,66.0,66.0
1909-10-30,CA003020702,1909,10,30,0.0,0.0
1909-10-31,CA003020702,1909,10,31,0.0,0.0
1909-11-01,CA003020702,1909,11,1,0.0,0.0
1909-11-02,CA003020702,1909,11,2,0.0,0.0
1909-11-03,CA003020702,1909,11,3,0.0,0.0
1909-11-04,CA003020702,1909,11,4,0.0,0.0
1909-11-05,CA003020702,1909,11,5,66.0,66.0
1909-11-06,CA003020702,1909,11,6,0.0,0.0
1909-11-07,CA003020702,1909,11,7,0.0,0.0
1909-11-08,CA003020702,1909,11,8,0.0,0.0
1909-11-09,CA003020702,1909,11,9,0.0,0.0
1909-11-10,CA003020702,1909,11,10,25.0,25.0
1909-11-11,CA003020702,1909,11,11,0.0,0.0
1909-11-12,CA003020702,1909,11,12,0.0,0.0
1909-11-13,CA003020702,1909,11,13,0.0,0.0
1909-11-14,CA003020702,1909,11,14,0.0,0.0
1909-11-15,CA003020702,1909,11,15,0.0,0.0
1909-11-16,CA003020702,1909,11,16,0.0,0.0
1909-11-17,CA003020702,1909,11,17,0.0,0.0
1909-11-18,CA003020702,1909,11,18,0.0,0.0
1909-11-19,CA003020702,1909,11,19,97.0,97.0
1909-11-20,CA003020702,1909,11,20,0.0,0.0
1909-11-21,CA003020702,1909,11,21,0.0,0.0
1909-11-22,CA003020702,1909,11,22,0.0,0.0
1909-11-23,CA003020702,1909,11,23,0.0,0.0
1909-11-24,CA003020702,1909,11,24,0.0,0.0
1909-11-25,CA003020702,1909,11,25,0.0,0.0
1909-11-26,CA003020702,1909,11,26,0.0,0.0
1909-11-27,CA003020702,1909,11,27,0.0,0.0
1909-11-28,CA003020702,1909,11,28,0.0,0.0
1909-11-29,CA003020702,1909,11,29,0.0,0.0
1909-11-30,CA003020702,1909,11,30,0.0,0.0
1909-12-01,CA003020702,1909,12,1,0.0,0.0
1909-12-02,CA003020702,1909,12,2,0.0,0.0
1909-12-03,CA003020702,1909,12,3,0.0,0.0
1909-12-04,CA003020702,1909,12,4,0.0,0.0
1909-12-05,CA003020702,1909,12,5,0.0,0.0
1909-12-06,CA003020702,1909,12,6,0.0,0.0
1909-12-07,CA003020702,1909,12,7,0.0,0.0
1909-12-08,CA003020702,1909,12,8,25.0,25.0
1909-12-09,CA003020702,1909,12,9,0.0,0.0
1909-12-10,CA003020702,1909,12,10,51.0,51.0
1909-12-11,CA003020702,1909,12,11,0.0,0.0
1909-12-12,CA003020702,1909,12,12,0.0,0.0
1909-12-13,CA003020702,1909,12,13,0.0,0.0
1909-12-14,CA003020702,1909,12,14,0.0,0.0
1909-12-15,CA003020702,1909,12,15,0.0,0.0
1909-12-16,CA003020702,1909,12,16,0.0,0.0
1909-12-17,CA003020702,1909,12,17,0.0,0.0
1909-12-18,CA003020702,1909,12,18,0.0,0.0
1909-12-19,CA003020702,1909,12,19,0.0,0.0
1909-12-20,CA003020702,1909,12,20,0.0,0.0
1909-12-21,CA003020702,1909,12,21,0.0,0.0
1909-12-22,CA003020702,1909,12,22,0.0,0.0
1909-12-23,CA003020702,1909,12,23,0.0,0.0
1909-12-24,CA003020702,1909,12,24,0.0,0.0
1909-12-25,CA003020702,1909,12,25,0.0,0.0
1909-12-26,CA003020702,1909,12,26,0.0,0.0
1909-12-27,CA003020702,1909,12,27,0.0,0.0
1909-12-28,CA003020702,1909,12,28,0.0,0.0
1909-12-29,CA003020702,1909,12,29,0.0,0.0
1909-12-30,CA003020702,1909,12,30,0.0,0.0
1909-12-31,CA003020702,1909,12,31,43.0,43.0
1910-01-01,CA003020702,1910,01,1,0.0,0.0
1910-01-02,CA003020702,1910,01,2,0.0,0.0
1910-01-03,CA003020702,1910,01,3,0.0,0.0
1910-01-04,CA003020702,1910,01,4,0.0,0.0
1910-01-05,CA003020702,1910,01,5,0.0,0.0
1910-01-06,CA003020702,1910,01,6,0.0,0.0
1910-01-07,CA003020702,1910,01,7,0.0,0.0
1910-01-08,CA003020702,1910,01,8,0.0,0.0
1910-01-09,CA003020702,1910,01,9,0.0,0.0
1910-01-10,CA003020702,1910,01,10,0.0,0.0
1910-01-11,CA003020702,1910,01,11,0.0,0.0
1910-01-12,CA003020702,1910,01,12,0.0,0.0
1910-01-13,CA003020702,1910,01,13,0.0,0.0
1910-01-14,CA003020702,1910,01,14,25.0,25.0
1910-01-15,CA003020702,1910,01,15,0.0,0.0
1910-01-16,CA003020702,1910,01,16,0.0,0.0
1910-01-17,CA003020702,1910,01,17,0.0,0.0
1910-01-18,CA003020702,1910,01,18,0.0,0.0
1910-01-19,CA003020702,1910,01,19,0.0,0.0
1910-01-20,CA003020702,1910,01,20,0.0,0.0
1910-01-21,CA003020702,1910,01,21,0.0,0.0
1910-01-22,CA003020702,1910,01,22,0.0,0.0
1910-01-23,CA003020702,1910,01,23,0.0,0.0
1910-01-24,CA003020702,1910,01,24,0.0,0.0
1910-01-25,CA003020702,1910,01,25,0.0,0.0
1910-01-26,CA003020702,1910,01,26,0.0,0.0
1910-01-27,CA003020702,1910,01,27,0.0,0.0
1910-01-28,CA003020702,1910,01,28,0.0,0.0
1910-01-29,CA003020702,1910,01,29,0.0,0.0
1910-01-30,CA003020702,1910,01,30,0.0,0.0
1910-01-31,CA003020702,1910,01,31,46.0,46.0
1910-02-01,CA003020702,1910,02,1,0.0,0.0
1910-02-02,CA003020702,1910,02,2,0.0,0.0
1910-02-03,CA003020702,1910,02,3,0.0,0.0
1910-02-04,CA003020702,1910,02,4,0.0,0.0
1910-02-05,CA003020702,1910,02,5,0.0,0.0
1910-02-06,CA003020702,1910,02,6,0.0,0.0
1910-02-07,CA003020702,1910,02,7,0.0,0.0
1910-02-08,CA003020702,1910,02,8,0.0,0.0
1910-02-09,CA003020702,1910,02,9,0.0,0.0
1910-02-10,CA003020702,1910,02,10,0.0,0.0
1910-02-11,CA003020702,1910,02,11,0.0,0.0
1910-02-12,CA003020702,1910,02,12,0.0,0.0
1910-02-13,CA003020702,1910,02,13,25.0,25.0
1910-02-14,CA003020702,1910,02,14,43.0,43.0
1910-02-15,CA003020702,1910,02,15,0.0,0.0
1910-02-16,CA003020702,1910,02,16,0.0,0.0
1910-02-17,CA003020702,1910,02,17,0.0,0.0
1910-02-18,CA003020702,1910,02,18,0.0,0.0
1910-02-19,CA003020702,1910,02,19,0.0,0.0
1910-02-20,CA003020702,1910,02,20,0.0,0.0
1910-02-21,CA003020702,1910,02,21,0.0,0.0
1910-02-22,CA003020702,1910,02,22,0.0,0.0
1910-02-23,CA003020702,1910,02,23,0.0,0.0
1910-02-24,CA003020702,1910,02,24,0.0,0.0
1910-02-25,CA003020702,1910,02,25,0.0,0.0
1910-02-26,CA003020702,1910,02,26,0.0,0.0
1910-02-27,CA003020702,1910,02,27,0.0,0.0
1910-02-28,CA003020702,1910,02,28,58.0,58.0
1910-03-01,CA003020702,1910,03,1,0.0,0.0
1910-03-02,CA003020702,1910,03,2,0.0,0.0
1910-03-03,CA003020702,1910,03,3,0.0,0.0
1910-03-04,CA003020702,1910,03,4,0.0,0.0
1910-03-05,CA003020702,1910,03,5,0.0,0.0
1910-03-06,CA003020702,1910,03,6,0.0,0.0
1910-03-07,CA003020702,1910,03,7,0.0,0.0
1910-03-08,CA003020702,1910,03,8,0.0,0.0
1910-03-09,CA003020702,1910,03,9,0.0,0.0
1910-03-10,CA003020702,1910,03,10,0.0,0.0
1910-03-11,CA003020702,1910,03,11,0.0,0.0
1910-03-12,CA003020702,1910,03,12,0.0,0.0
1910-03-13,CA003020702,1910,03,13,0.0,0.0
1910-03-14,CA003020702,1910,03,14,0.0,0.0
1910-03-15,CA003020702,1910,03,15,0.0,0.0
1910-03-16,CA003020702,1910,03,16,0.0,0.0
1910-03-17,CA003020702,1910,03,17,0.0,0.0
1910-03-18,CA003020702,1910,03,18,0.0,0.0
1910-03-19,CA003020702,1910,03,19,0.0,0.0
1910-03-20,CA003020702,1910,03,20,0.0,0.0
1910-03-21,CA003020702,1910,03,21,0.0,0.0
1910-03-22,CA003020702,1910,03,22,0.0,0.0
1910-03-23,CA003020702,1910,03,23,25.0,0.0
1910-03-24,CA003020702,1910,03,24,58.0,58.0
1910-03-25,CA003020702,1910,03,25,0.0,0.0
1910-03-26,CA003020702,1910,03,26,0.0,0.0
1910-03-27,CA003020702,1910,03,27,0.0,0.0
1910-03-28,CA003020702,1910,03,28,0.0,0.0
1910-03-29,CA003020702,1910,03,29,0.0,0.0
1910-03-30,CA003020702,1910,03,30,0.0,0.0
1910-03-31,CA003020702,1910,03,31,0.0,0.0
1910-05-01,CA003020702,1910,05,1,0.0,0.0
1910-05-02,CA003020702,1910,05,2,0.0,0.0
1910-05-03,CA003020702,1910,05,3,0.0,0.0
1910-05-04,CA003020702,1910,05,4,0.0,0.0
1910-05-05,CA003020702,1910,05,5,0.0,0.0
1910-05-06,CA003020702,1910,05,6,0.0,0.0
1910-05-07,CA003020702,1910,05,7,43.0,0.0
1910-05-08,CA003020702,1910,05,8,0.0,0.0
1910-05-09,CA003020702,1910,05,9,0.0,0.0
1910-05-10,CA003020702,1910,05,10,0.0,0.0
1910-05-11,CA003020702,1910,05,11,0.0,0.0
1910-05-12,CA003020702,1910,05,12,0.0,0.0
1910-05-13,CA003020702,1910,05,13,0.0,0.0
1910-05-14,CA003020702,1910,05,14,0.0,0.0
1910-05-15,CA003020702,1910,05,15,0.0,0.0
1910-05-16,CA003020702,1910,05,16,0.0,0.0
1910-05-17,CA003020702,1910,05,17,0.0,0.0
1910-05-18,CA003020702,1910,05,18,152.0,0.0
1910-05-19,CA003020702,1910,05,19,0.0,0.0
1910-05-20,CA003020702,1910,05,20,0.0,0.0
1910-05-21,CA003020702,1910,05,21,0.0,0.0
1910-05-22,CA003020702,1910,05,22,0.0,0.0
1910-05-23,CA003020702,1910,05,23,0.0,0.0
1910-05-24,CA003020702,1910,05,24,0.0,0.0
1910-05-25,CA003020702,1910,05,25,0.0,0.0
1910-05-26,CA003020702,1910,05,26,117.0,0.0
1910-05-27,CA003020702,1910,05,27,30.0,0.0
1910-05-28,CA003020702,1910,05,28,81.0,0.0
1910-05-29,CA003020702,1910,05,29,0.0,0.0
1910-05-30,CA003020702,1910,05,30,0.0,0.0
1910-05-31,CA003020702,1910,05,31,0.0,0.0
1910-06-01,CA003020702,1910,06,1,157.0,157.0
1910-06-02,CA003020702,1910,06,2,0.0,0.0
1910-06-03,CA003020702,1910,06,3,0.0,0.0
1910-06-04,CA003020702,1910,06,4,0.0,0.0
1910-06-05,CA003020702,1910,06,5,0.0,0.0
1910-06-06,CA003020702,1910,06,6,203.0,0.0
1910-06-07,CA003020702,1910,06,7,0.0,0.0
1910-06-08,CA003020702,1910,06,8,0.0,0.0
1910-06-09,CA003020702,1910,06,9,0.0,0.0
1910-06-10,CA003020702,1910,06,10,0.0,0.0
1910-06-11,CA003020702,1910,06,11,0.0,0.0
1910-06-12,CA003020702,1910,06,12,0.0,0.0
1910-06-13,CA003020702,1910,06,13,0.0,0.0
1910-06-14,CA003020702,1910,06,14,0.0,0.0
1910-06-15,CA003020702,1910,06,15,0.0,0.0
1910-06-16,CA003020702,1910,06,16,0.0,0.0
1910-06-17,CA003020702,1910,06,17,254.0,0.0
1910-06-18,CA003020702,1910,06,18,0.0,0.0
1910-06-19,CA003020702,1910,06,19,0.0,0.0
1910-06-20,CA003020702,1910,06,20,203.0,0.0
1910-06-21,CA003020702,1910,06,21,0.0,0.0
1910-06-22,CA003020702,1910,06,22,0.0,0.0
1910-06-23,CA003020702,1910,06,23,107.0,0.0
1910-06-24,CA003020702,1910,06,24,0.0,0.0
1910-06-25,CA003020702,1910,06,25,0.0,0.0
1910-06-26,CA003020702,1910,06,26,0.0,0.0
1910-06-27,CA003020702,1910,06,27,0.0,0.0
1910-06-28,CA003020702,1910,06,28,0.0,0.0
1910-06-29,CA003020702,1910,06,29,58.0,0.0
1910-06-30,CA003020702,1910,06,30,0.0,0.0
1910-07-01,CA003020702,1910,07,1,61.0,0.0
1910-07-02,CA003020702,1910,07,2,0.0,0.0
1910-07-03,CA003020702,1910,07,3,0.0,0.0
1910-07-04,CA003020702,1910,07,4,0.0,0.0
1910-07-05,CA003020702,1910,07,5,0.0,0.0
1910-07-06,CA003020702,1910,07,6,36.0,0.0
1910-07-07,CA003020702,1910,07,7,0.0,0.0
1910-07-08,CA003020702,1910,07,8,0.0,0.0
1910-07-09,CA003020702,1910,07,9,0.0,0.0
1910-07-10,CA003020702,1910,07,10,173.0,0.0
1910-07-11,CA003020702,1910,07,11,0.0,0.0
1910-07-12,CA003020702,1910,07,12,0.0,0.0
1910-07-13,CA003020702,1910,07,13,0.0,0.0
1910-07-14,CA003020702,1910,07,14,0.0,0.0
1910-07-15,CA003020702,1910,07,15,0.0,0.0
1910-07-16,CA003020702,1910,07,16,0.0,0.0
1910-07-17,CA003020702,1910,07,17,25.0,0.0
1910-07-18,CA003020702,1910,07,18,0.0,0.0
1910-07-19,CA003020702,1910,07,19,0.0,0.0
1910-07-20,CA003020702,1910,07,20,0.0,0.0
1910-07-21,CA003020702,1910,07,21,0.0,0.0
1910-07-22,CA003020702,1910,07,22,8.0,0.0
1910-07-23,CA003020702,1910,07,23,0.0,0.0
1910-07-24,CA003020702,1910,07,24,0.0,0.0
1910-07-25,CA003020702,1910,07,25,0.0,0.0
1910-07-26,CA003020702,1910,07,26,0.0,0.0
1910-07-27,CA003020702,1910,07,27,0.0,0.0
1910-07-28,CA003020702,1910,07,28,0.0,0.0
1910-07-29,CA003020702,1910,07,29,0.0,0.0
1910-07-30,CA003020702,1910,07,30,0.0,0.0
1910-07-31,CA003020702,1910,07,31,0.0,0.0
1910-08-01,CA003020702,1910,08,1,0.0,0.0
1910-08-02,CA003020702,1910,08,2,0.0,0.0
1910-08-03,CA003020702,1910,08,3,0.0,0.0
1910-08-04,CA003020702,1910,08,4,0.0,0.0
1910-08-05,CA003020702,1910,08,5,0.0,0.0
1910-08-06,CA003020702,1910,08,6,0.0,0.0
1910-08-07,CA003020702,1910,08,7,0.0,0.0
1910-08-08,CA003020702,1910,08,8,0.0,0.0
1910-08-09,CA003020702,1910,08,9,0.0,0.0
1910-08-10,CA003020702,1910,08,10,61.0,0.0
1910-08-11,CA003020702,1910,08,11,0.0,0.0
1910-08-12,CA003020702,1910,08,12,13.0,0.0
1910-08-13,CA003020702,1910,08,13,15.0,0.0
1910-08-14,CA003020702,1910,08,14,262.0,0.0
1910-08-15,CA003020702,1910,08,15,94.0,0.0
1910-08-16,CA003020702,1910,08,16,0.0,0.0
1910-08-17,CA003020702,1910,08,17,0.0,0.0
1910-08-18,CA003020702,1910,08,18,0.0,0.0
1910-08-19,CA003020702,1910,08,19,0.0,0.0
1910-08-20,CA003020702,1910,08,20,0.0,0.0
1910-08-21,CA003020702,1910,08,21,0.0,0.0
1910-08-22,CA003020702,1910,08,22,142.0,0.0
1910-08-23,CA003020702,1910,08,23,13.0,0.0
1910-08-24,CA003020702,1910,08,24,0.0,0.0
1910-08-25,CA003020702,1910,08,25,0.0,0.0
1910-08-26,CA003020702,1910,08,26,0.0,0.0
1910-08-27,CA003020702,1910,08,27,0.0,0.0
1910-08-28,CA003020702,1910,08,28,0.0,0.0
1910-08-29,CA003020702,1910,08,29,79.0,0.0
1910-08-30,CA003020702,1910,08,30,66.0,0.0
1910-08-31,CA003020702,1910,08,31,81.0,0.0
1910-09-01,CA003020702,1910,09,1,0.0,0.0
1910-09-02,CA003020702,1910,09,2,0.0,0.0
1910-09-03,CA003020702,1910,09,3,84.0,0.0
1910-09-04,CA003020702,1910,09,4,206.0,0.0
1910-09-05,CA003020702,1910,09,5,239.0,0.0
1910-09-06,CA003020702,1910,09,6,157.0,0.0
1910-09-07,CA003020702,1910,09,7,86.0,0.0
1910-09-08,CA003020702,1910,09,8,0.0,0.0
1910-09-09,CA003020702,1910,09,9,0.0,0.0
1910-09-10,CA003020702,1910,09,10,0.0,0.0
1910-09-11,CA003020702,1910,09,11,0.0,0.0
1910-09-12,CA003020702,1910,09,12,0.0,0.0
1910-09-13,CA003020702,1910,09,13,0.0,0.0
1910-09-14,CA003020702,1910,09,14,0.0,0.0
1910-09-15,CA003020702,1910,09,15,0.0,0.0
1910-09-16,CA003020702,1910,09,16,0.0,0.0
1910-09-17,CA003020702,1910,09,17,0.0,0.0
1910-09-18,CA003020702,1910,09,18,0.0,0.0
1910-09-19,CA003020702,1910,09,19,0.0,0.0
1910-09-20,CA003020702,1910,09,20,0.0,0.0
1910-09-21,CA003020702,1910,09,21,0.0,0.0
1910-09-22,CA003020702,1910,09,22,0.0,0.0
1910-09-23,CA003020702,1910,09,23,79.0,0.0
1910-09-24,CA003020702,1910,09,24,0.0,0.0
1910-09-25,CA003020702,1910,09,25,0.0,0.0
1910-09-26,CA003020702,1910,09,26,0.0,0.0
1910-09-27,CA003020702,1910,09,27,0.0,0.0
1910-09-28,CA003020702,1910,09,28,0.0,0.0
1910-09-29,CA003020702,1910,09,29,0.0,0.0
1910-09-30,CA003020702,1910,09,30,0.0,0.0
1910-11-01,CA003020702,1910,11,1,0.0,0.0
1910-11-02,CA003020702,1910,11,2,0.0,0.0
1910-11-03,CA003020702,1910,11,3,0.0,0.0
1910-11-04,CA003020702,1910,11,4,0.0,0.0
1910-11-05,CA003020702,1910,11,5,0.0,0.0
1910-11-06,CA003020702,1910,11,6,13.0,13.0
1910-11-07,CA003020702,1910,11,7,0.0,0.0
1910-11-08,CA003020702,1910,11,8,0.0,0.0
1910-11-09,CA003020702,1910,11,9,28.0,28.0
1910-11-10,CA003020702,1910,11,10,0.0,0.0
1910-11-11,CA003020702,1910,11,11,0.0,0.0
1910-11-12,CA003020702,1910,11,12,0.0,0.0
1910-11-13,CA003020702,1910,11,13,0.0,0.0
1910-11-14,CA003020702,1910,11,14,0.0,0.0
1910-11-15,CA003020702,1910,11,15,0.0,0.0
1910-11-16,CA003020702,1910,11,16,0.0,0.0
1910-11-17,CA003020702,1910,11,17,0.0,0.0
1910-11-18,CA003020702,1910,11,18,0.0,0.0
1910-11-19,CA003020702,1910,11,19,51.0,51.0
1910-11-20,CA003020702,1910,11,20,0.0,0.0
1910-11-21,CA003020702,1910,11,21,0.0,0.0
1910-11-22,CA003020702,1910,11,22,0.0,0.0
1910-11-23,CA003020702,1910,11,23,0.0,0.0
1910-11-24,CA003020702,1910,11,24,0.0,0.0
1910-11-25,CA003020702,1910,11,25,0.0,0.0
1910-11-26,CA003020702,1910,11,26,0.0,0.0
1910-11-27,CA003020702,1910,11,27,8.0,8.0
1910-11-28,CA003020702,1910,11,28,5.0,5.0
1910-11-29,CA003020702,1910,11,29,0.0,0.0
1910-11-30,CA003020702,1910,11,30,0.0,0.0
1910-12-01,CA003020702,1910,12,1,0.0,0.0
1910-12-02,CA003020702,1910,12,2,30.0,30.0
1910-12-03,CA003020702,1910,12,3,0.0,0.0
1910-12-04,CA003020702,1910,12,4,8.0,8.0
1910-12-05,CA003020702,1910,12,5,0.0,0.0
1910-12-06,CA003020702,1910,12,6,0.0,0.0
1910-12-07,CA003020702,1910,12,7,0.0,0.0
1910-12-08,CA003020702,1910,12,8,0.0,0.0
1910-12-09,CA003020702,1910,12,9,0.0,0.0
1910-12-10,CA003020702,1910,12,10,0.0,0.0
1910-12-11,CA003020702,1910,12,11,0.0,0.0
1910-12-12,CA003020702,1910,12,12,0.0,0.0
1910-12-13,CA003020702,1910,12,13,0.0,0.0
1910-12-14,CA003020702,1910,12,14,0.0,0.0
1910-12-15,CA003020702,1910,12,15,0.0,0.0
1910-12-16,CA003020702,1910,12,16,0.0,0.0
1910-12-17,CA003020702,1910,12,17,0.0,0.0
1910-12-18,CA003020702,1910,12,18,0.0,0.0
1910-12-19,CA003020702,1910,12,19,0.0,0.0
1910-12-20,CA003020702,1910,12,20,0.0,0.0
1910-12-21,CA003020702,1910,12,21,0.0,0.0
1910-12-22,CA003020702,1910,12,22,0.0,0.0
1910-12-23,CA003020702,1910,12,23,0.0,0.0
1910-12-24,CA003020702,1910,12,24,0.0,0.0
1910-12-25,CA003020702,1910,12,25,0.0,0.0
1910-12-26,CA003020702,1910,12,26,0.0,0.0
1910-12-27,CA003020702,1910,12,27,18.0,18.0
1910-12-28,CA003020702,1910,12,28,20.0,20.0
1910-12-29,CA003020702,1910,12,29,0.0,0.0
1910-12-30,CA003020702,1910,12,30,33.0,33.0
1910-12-31,CA003020702,1910,12,31,0.0,0.0
1911-01-01,CA003020702,1911,01,1,0.0,0.0
1911-01-02,CA003020702,1911,01,2,0.0,0.0
1911-01-03,CA003020702,1911,01,3,0.0,0.0
1911-01-04,CA003020702,1911,01,4,0.0,0.0
1911-01-05,CA003020702,1911,01,5,0.0,0.0
1911-01-06,CA003020702,1911,01,6,0.0,0.0
1911-01-07,CA003020702,1911,01,7,15.0,15.0
1911-01-08,CA003020702,1911,01,8,0.0,0.0
1911-01-09,CA003020702,1911,01,9,69.0,69.0
1911-01-10,CA003020702,1911,01,10,0.0,0.0
1911-01-11,CA003020702,1911,01,11,0.0,0.0
1911-01-12,CA003020702,1911,01,12,0.0,0.0
1911-01-13,CA003020702,1911,01,13,0.0,0.0
1911-01-14,CA003020702,1911,01,14,0.0,0.0
1911-01-15,CA003020702,1911,01,15,0.0,0.0
1911-01-16,CA003020702,1911,01,16,0.0,0.0
1911-01-17,CA003020702,1911,01,17,0.0,0.0
1911-01-18,CA003020702,1911,01,18,0.0,0.0
1911-01-19,CA003020702,1911,01,19,15.0,15.0
1911-01-20,CA003020702,1911,01,20,0.0,0.0
1911-01-21,CA003020702,1911,01,21,0.0,0.0
1911-01-22,CA003020702,1911,01,22,0.0,0.0
1911-01-23,CA003020702,1911,01,23,0.0,0.0
1911-01-24,CA003020702,1911,01,24,0.0,0.0
1911-01-25,CA003020702,1911,01,25,0.0,0.0
1911-01-26,CA003020702,1911,01,26,0.0,0.0
1911-01-27,CA003020702,1911,01,27,0.0,0.0
1911-01-28,CA003020702,1911,01,28,0.0,0.0
1911-01-29,CA003020702,1911,01,29,0.0,0.0
1911-01-30,CA003020702,1911,01,30,0.0,0.0
1911-01-31,CA003020702,1911,01,31,0.0,0.0
1911-02-01,CA003020702,1911,02,1,38.0,38.0
1911-02-02,CA003020702,1911,02,2,18.0,18.0
1911-02-03,CA003020702,1911,02,3,0.0,0.0
1911-02-04,CA003020702,1911,02,4,0.0,0.0
1911-02-05,CA003020702,1911,02,5,0.0,0.0
1911-02-06,CA003020702,1911,02,6,0.0,0.0
1911-02-07,CA003020702,1911,02,7,0.0,0.0
1911-02-08,CA003020702,1911,02,8,0.0,0.0
1911-02-09,CA003020702,1911,02,9,0.0,0.0
1911-02-10,CA003020702,1911,02,10,0.0,0.0
1911-02-11,CA003020702,1911,02,11,0.0,0.0
1911-02-12,CA003020702,1911,02,12,0.0,0.0
1911-02-13,CA003020702,1911,02,13,0.0,0.0
1911-02-14,CA003020702,1911,02,14,0.0,0.0
1911-02-15,CA003020702,1911,02,15,0.0,0.0
1911-02-16,CA003020702,1911,02,16,0.0,0.0
1911-02-17,CA003020702,1911,02,17,0.0,0.0
1911-02-18,CA003020702,1911,02,18,0.0,0.0
1911-02-19,CA003020702,1911,02,19,0.0,0.0
1911-02-20,CA003020702,1911,02,20,0.0,0.0
1911-02-21,CA003020702,1911,02,21,0.0,0.0
1911-02-22,CA003020702,1911,02,22,0.0,0.0
1911-02-23,CA003020702,1911,02,23,0.0,0.0
1911-02-24,CA003020702,1911,02,24,0.0,0.0
1911-02-25,CA003020702,1911,02,25,0.0,0.0
1911-02-26,CA003020702,1911,02,26,43.0,43.0
1911-02-27,CA003020702,1911,02,27,0.0,0.0
1911-02-28,CA003020702,1911,02,28,0.0,0.0
1911-03-01,CA003020702,1911,03,1,0.0,0.0
1911-03-02,CA003020702,1911,03,2,0.0,0.0
1911-03-03,CA003020702,1911,03,3,25.0,25.0
1911-03-04,CA003020702,1911,03,4,0.0,0.0
1911-03-05,CA003020702,1911,03,5,0.0,0.0
1911-03-06,CA003020702,1911,03,6,0.0,0.0
1911-03-07,CA003020702,1911,03,7,0.0,0.0
1911-03-08,CA003020702,1911,03,8,0.0,0.0
1911-03-09,CA003020702,1911,03,9,0.0,0.0
1911-03-10,CA003020702,1911,03,10,0.0,0.0
1911-03-11,CA003020702,1911,03,11,30.0,30.0
1911-03-12,CA003020702,1911,03,12,0.0,0.0
1911-03-13,CA003020702,1911,03,13,0.0,0.0
1911-03-14,CA003020702,1911,03,14,0.0,0.0
1911-03-15,CA003020702,1911,03,15,0.0,0.0
1911-03-16,CA003020702,1911,03,16,0.0,0.0
1911-03-17,CA003020702,1911,03,17,0.0,0.0
1911-03-18,CA003020702,1911,03,18,0.0,0.0
1911-03-19,CA003020702,1911,03,19,0.0,0.0
1911-03-20,CA003020702,1911,03,20,0.0,0.0
1911-03-21,CA003020702,1911,03,21,0.0,0.0
1911-03-22,CA003020702,1911,03,22,0.0,0.0
1911-03-23,CA003020702,1911,03,23,0.0,0.0
1911-03-24,CA003020702,1911,03,24,0.0,0.0
1911-03-25,CA003020702,1911,03,25,0.0,0.0
1911-03-26,CA003020702,1911,03,26,0.0,0.0
1911-03-27,CA003020702,1911,03,27,0.0,0.0
1911-03-28,CA003020702,1911,03,28,41.0,0.0
1911-03-29,CA003020702,1911,03,29,0.0,0.0
1911-03-30,CA003020702,1911,03,30,28.0,28.0
1911-03-31,CA003020702,1911,03,31,0.0,0.0
1911-04-01,CA003020702,1911,04,1,94.0,94.0
1911-04-02,CA003020702,1911,04,2,58.0,58.0
1911-04-03,CA003020702,1911,04,3,38.0,38.0
